Network,Content type,Content
facebook,Comment,How about a shelter?
facebook,Comment,"BS...   You give and they will come ! Drugs, shelter, clothing, healthcare, crime, food......    for what  ?    Facts are clear,  the more society gives, the needy numbers go up   !  Why won't   our super intelligent elected officials, professors ,  police and judiciary brainstorm a cure for this shit show called help, compassion and just-donate-more-cash....  FFS"
facebook,Comment,"Alternatively, just be nice to your neighbours without needing to bring god or perishing into it."
facebook,Comment,🙏🏽♥️🌲🦌
facebook,Comment,Everyone in Calgary needs the light in this darkness.
facebook,Comment,Use that money you get from the UCP.
facebook,Comment,Unforgivable world!
facebook,Comment,
facebook,Comment,Is this guy in the photo Ryan Gosling?
facebook,Comment,I've applied here to become a community support worker.
facebook,Comment,Please donate . You will be blessed and will make every difference in someone's life . Let's make them smile and feel loved
facebook,Comment,AI generated image. Shame on you.
facebook,Comment,The Kiwanis Clubs of Medicine Hat have long supported a Special Christmas Dinner for those who may be alone on Christmas Day. The same is done by other groups. This shows that Medicine Hat cares!!
facebook,Comment,A must to support the homeless 👌
facebook,Comment,"Happy 40 years wow eh , thats so awesome . The Mustard Seed sure played a big roll in my life, from the mats to working there through  seed works , thank you for everything you do , love and respect to you all  💜"
facebook,Comment,I have many a fond memories from thirteen ave Seed
facebook,Comment,Done today
facebook,Comment,Joann Hayes
facebook,Comment,How do you donate
facebook,Comment,"so 6 people work hard, and where a workers' apron... and one just shows up for photos🤣🤣🤣"
facebook,Comment,I remember getting a beautiful old black & white brocade coat from the basement of the Seed when it was by the Parkside in the mid eighties. ❤️
facebook,Comment,Nice work Mike!
facebook,Comment,"You've been profiteers of human suffering ever since then. Your evil Calgary police buddies very recently MURDERED another mentally ill person on a routine wellness check. Just like last time. Just like next time. 

You evil, fake, corrupt cocksuckers are a 3rd world shit hole of misery. That's what your cunty abusive centers are."
facebook,Comment,They got themselves in this mess
facebook,Comment,I worked for the Mustard Seed for many of yrs.
facebook,Comment,بدو انجاس شاربي بول بعير
facebook,Comment,
facebook,Comment,
facebook,Comment,
facebook,Comment,I'm sad ..I have no crack..
facebook,Comment,Danielle Marie 😍 Carys's class!
facebook,Comment,where was this ? sad I missed it
facebook,Comment,Not affiliated with what???????  There is no mention of this on your web site.
facebook,Comment,Sheetal Prakash ❤️
facebook,Comment,
facebook,Comment,"Shit hole 
Rubber matts to sleep on 
Slop for food 
You only might get a blanket 
Garages masquerading as help centers.

You're a crooked hotel that charges back to the city per head. You run at a profit margin. Understaffed on purpose, paying shit wages. You make your bonuses by cutting throats. You're a snitch center for the violent, depraved police.

Miserable, evil shit holes. You evil bastards. Jesus Christ is your corporate figure head, not your teacher. You're evil."
facebook,Comment,"Please send me, which I will provide, via the regular post, for me to give a donation.  I do not give donations on line ."
facebook,Comment,"Where is the shelter in Medicine Hat, Alberta?"
facebook,Comment,They get provincial funding so not donate. Give to food bank
facebook,Comment,https://www.facebook.com/reel/2016349349221348
facebook,Comment,Where I can apply for toy shop?
facebook,Comment,I need application or registration? Thanks 🙏
facebook,Comment,Your donation link is not working
facebook,Comment,
facebook,Comment,
facebook,Comment,Can I help prepare?
facebook,Comment,"This is an amazing walk and so informative! Everyone should book it!
Best of all it’s free!"
facebook,Comment,Thank you 😊 💓 we all need 🙏 ❤️ support 🙏 💙 🙌
facebook,Comment,How can we allow anyone in this world of waste be hungry?
facebook,Comment,"You run your centers at a profit margin. You give slop to eat, rubber matts to sleep on, and you only might get a blanket at night. Your staff are mostly either miserable or they act like abusive douche bags playing detective all the time. 

Jesus Christ is your corporate figure head, you and the deplorable Salvation Army. You're a business. You're evil profiteers of human misery."
facebook,Comment,The Mustard Seed
facebook,Comment,"Beautiful song, great performance. 👊🙏"
facebook,Comment,"In all my youth career as a ""hockey player"", did I ever see someone outside the arena like this. Maybe we need to look at what has changed in the past decade or two?"
facebook,Comment,Hit donate and it does not connect. Why? You
facebook,Comment,Sent!
facebook,Comment,❤️❤️❤️❤️❤️✈️✈️✈️✈️✈️✈️✈️🛫🛫🛫🛫🛫🛫🛫🛫🛫🛫🛬🛬🛬🛬🛬🛬🛬🛬🛬🛬🛬🛬
facebook,Comment,"Jaimee Slifka the The Mustard Seed  does a great job keeping people warm in those cold temperatures, however, the Foothill shelter has a capacity that fill up very fast. There people out there that care , like you and your ex. Thanks for what you do. 🙏"
facebook,Comment,You get money from Dani and ucp. People give you food banks and toy mountain not these grifters
facebook,Comment,Wonderful
facebook,Comment,How much do you charge back to the city per head? How's business??
facebook,Comment,"Soi sorry for your fire.  I hope no one is hurt,"
facebook,Comment,Dwayne Kraushar 👀
facebook,Comment,I just spoke to a homeless veter
facebook,Comment,I just spoke to a homeless veteran at a service station near the Medicine Hat homeless shelter?  The temperature was minus 21 and a wind chill made
facebook,Comment,"Sorry, I’m so angry I can’t text!!  Minus 21.  The fellow had such bad frostbite on one hand his fingers were swollen cracked and oozing blood, etc.  I suggested the shelter as we were close.  He wasn’t a local fellow.  He informed me he had been kicked out of the shelter by a tall, African-Canadian staff member.  He was trying to get downtown by the back of the Esplanades where he knew there was a cubby that the sun warmed up.  Are you serious, I would not donate a dime to the Mustard Seed and I hope others rethink their donation. Cruel and inhumane treatment that we wouldn’t do to an animal"
facebook,Comment,"This is the original location of the Mustard Seed.  We had a Decommissioning service a few months ago, so we aren't using it anymore.  It's been a safety hazard for a long time.  It's sad, though.  I work for the The Mustard Seed and this has been a location for a lot of lives being changed for the better: people got helped getting housed, entering a sobriety program, receiving a warm meal, meeting friends, and gaining hope.  Interesting trivia fact: this was the last place Red Robin burgers were served in Alberta.   Red Robin donated their burgers to the evening meal there.   It's a landmark and a place of good memories, however our work has been now spread out through the city.  Prayers that no one got hurt during this fire."
facebook,Comment,"We will be making our donation via our church, Southgate Baptist."
facebook,Comment,Time start burning down mosques
facebook,Comment,"Share this Edmonton, sad"
facebook,Comment,
facebook,Comment,Yup. Your junkies are destructive lunatic pyros. They do not deserve the help you try to provide. They want to destroy you. #bannarcan
